0 0     -3.859900e+02 3.871200e+02
7 5926     6.711700e+02 3.166100e+02
0 5927     4.487700e+02 9.357999e+01
7 5927     2.859800e+02 2.384500e+02
15 5927     5.864800e+02 3.255800e+02
0 5928     7.448101e+02 9.370999e+01
3 5928     5.253700e+02 -1.638300e+02
7 5928     5.794700e+02 2.977500e+02
9 5928     4.303500e+02 2.260400e+02
10 5928     7.663400e+02 3.297400e+02
0 5929     6.493500e+02 9.300000e+01
2 5929     5.699700e+02 9.721002e+01
3 5929     4.317300e+02 -2.127500e+02
6 5929     4.908700e+02 2.586300e+02
7 5929     4.872300e+02 2.788900e+02
8 5929     5.273101e+02 4.939999e+01
9 5929     3.485699e+02 1.832000e+02
10 5929     6.534301e+02 3.180700e+02
12 5929     5.723199e+02 2.683800e+02
13 5929     8.613101e+02 -1.089900e+02
15 5929     8.660400e+02 3.559700e+02
0 5930     7.716000e+02 9.229001e+01
7 5930     6.053000e+02 3.010500e+02
10 5930     7.974900e+02 3.308200e+02
12 5930     7.107100e+02 3.138700e+02
0 5931     7.939399e+02 9.044000e+01
2 5931     7.186801e+02 1.634600e+02
9 5931     4.718500e+02 2.429600e+02
10 5931     8.252100e+02 3.311500e+02
0 5932     8.556400e+02 9.039001e+01
2 5932     7.779200e+02 1.911000e+02
0 5933     5.484301e+02 9.019000e+01
6 5933     3.666200e+02 2.163000e+02
7 5933     3.874600e+02 2.562800e+02
12 5933     4.541500e+02 2.265900e+02
13 5933     7.578700e+02 -1.254500e+02
15 5933     7.244900e+02 3.367500e+02
0 5934     6.549800e+02 9.017999e+01
7 5934     4.931400e+02 2.772000e+02
10 5934     6.602700e+02 3.154500e+02
15 5934     8.740200e+02 3.527400e+02
0 5935     6.549800e+02 9.017999e+01
6 5935     4.980699e+02 2.573200e+02
7 5935     4.931400e+02 2.772000e+02
9 5935     3.541801e+02 1.831300e+02
10 5935     6.602700e+02 3.154500e+02
12 5935     5.791300e+02 2.672300e+02
15 5935     8.740200e+02 3.527400e+02
0 5936     1.070001e+01 8.919000e+01
2 5936     1.122500e+02 1.027000e+02
3 5936     1.942999e+01 -2.127000e+02
5 5936     6.334301e+02 -5.696000e+02
7 5936     -9.271997e+01 2.019800e+02
12 5936     -4.375000e+01 1.719800e+02
0 5937     1.070001e+01 8.919000e+01
2 5937     1.122500e+02 1.027000e+02
3 5937     1.942999e+01 -2.127000e+02
6 5937     -6.660999e+01 1.168800e+02
7 5937     -9.271997e+01 2.019800e+02
10 5937     -9.052002e+01 2.459600e+02
12 5937     -4.375000e+01 1.719800e+02
15 5937     -3.165002e+01 2.602400e+02
0 5938     -3.175000e+01 8.895999e+01
2 5938     5.559003e+01 8.222998e+01
3 5938     -3.473999e+01 -2.340100e+02
4 5938     -2.102900e+02 -3.852800e+02
5 5938     5.766899e+02 -5.722800e+02
6 5938     -1.250200e+02 9.934003e+01
7 5938     -1.379100e+02 1.929700e+02
8 5938     8.015997e+01 2.422000e+01
10 5938     -1.399200e+02 2.411100e+02
12 5938     -9.965002e+01 1.546900e+02
13 5938     3.237400e+02 -1.514700e+02
15 5938     -8.846997e+01 2.537200e+02
0 5939     6.008900e+02 8.842001e+01
6 5939     4.329800e+02 2.343600e+02
9 5939     3.056700e+02 1.564300e+02
12 5939     5.168500e+02 2.443300e+02
15 5939     7.984200e+02 3.417900e+02
0 5940     7.450400e+02 8.831000e+01
2 5940     6.708400e+02 1.393800e+02
7 5940     5.807000e+02 2.927200e+02
10 5940     7.673300e+02 3.230100e+02
0 5941     7.450400e+02 8.831000e+01
2 5941     6.708400e+02 1.393800e+02
7 5941     5.807000e+02 2.927200e+02
10 5941     7.673300e+02 3.230100e+02
12 5941     6.827200e+02 2.998500e+02
0 5942     7.400601e+02 8.629999e+01
7 5942     5.763000e+02 2.899700e+02
10 5942     7.624399e+02 3.205400e+02
0 5943     6.178998e+01 8.612000e+01
6 5943     -8.800049e-01 1.313800e+02
7 5943     -3.896002e+01 2.081800e+02
10 5943     -3.064001e+01 2.468900e+02
13 5943     4.146300e+02 -1.442400e+02
0 5944     6.763300e+02 8.632999e+01
2 5944     6.008300e+02 1.045400e+02
7 5944     5.147300e+02 2.779700e+02
9 5944     3.744800e+02 1.897700e+02
0 5945     5.406400e+02 8.529999e+01
7 5945     3.802400e+02 2.499000e+02
0 5946     -4.777100e+02 8.482001e+01
7 5946     -6.385600e+02 8.487000e+01
0 5947     4.552002e+01 8.501999e+01
3 5947     6.226001e+01 -2.021200e+02
5 5947     6.792900e+02 -5.724700e+02
10 5947     -4.953003e+01 2.449500e+02
13 5947     3.997700e+02 -1.462000e+02
15 5947     1.577002e+01 2.598100e+02
0 5948     6.052400e+02 8.512000e+01
7 5948     4.448800e+02 2.623300e+02
0 5949     7.612500e+02 8.372000e+01
2 5949     6.884700e+02 1.415200e+02
7 5949     5.966000e+02 2.911000e+02
9 5949     4.467500e+02 2.243700e+02
0 5950     2.262000e+02 8.284000e+01
6 5950     1.689800e+02 1.743300e+02
7 5950     1.215800e+02 2.296200e+02
10 5950     1.608300e+02 2.608800e+02
12 5950     2.029900e+02 2.205200e+02
0 5951     6.776500e+02 8.307999e+01
2 5951     6.029000e+02 1.015500e+02
3 5951     4.639500e+02 -2.070900e+02
6 5951     5.272500e+02 2.583700e+02
7 5951     5.162800e+02 2.748700e+02
8 5951     5.546400e+02 5.173999e+01
9 5951     3.764200e+02 1.875800e+02
10 5951     6.876300e+02 3.096900e+02
12 5951     6.073900e+02 2.684900e+02
0 5952     8.294000e+02 8.289001e+01
2 5952     7.550900e+02 1.723300e+02
7 5952     6.609900e+02 3.034500e+02
12 5952     7.781700e+02 3.246500e+02
0 5953     -1.278400e+02 8.157999e+01
7 5953     -2.489000e+02 1.585800e+02
0 5954     5.896002e+01 8.167001e+01
2 5954     1.738100e+02 1.154900e+02
0 5955     6.542999e+01 8.106000e+01
3 5955     8.503003e+01 -1.986300e+02
4 5955     -2.248900e+02 -4.635900e+02
5 5955     7.049301e+02 -5.767800e+02
6 5955     5.880005e+00 1.285500e+02
7 5955     -3.441998e+01 2.042600e+02
9 5955     3.700000e+01 1.881700e+02
10 5955     -2.627002e+01 2.422400e+02
13 5955     4.185000e+02 -1.476200e+02
15 5955     4.282001e+01 2.568000e+02
0 5956     7.169100e+02 8.112000e+01
7 5956     5.544000e+02 2.801700e+02
9 5956     4.109200e+02 2.033000e+02
0 5957     7.480000e+02 8.042001e+01
7 5957     5.847400e+02 2.857700e+02
10 5957     7.715300e+02 3.139800e+02
0 5958     7.480000e+02 8.042001e+01
2 5958     6.761000e+02 1.338800e+02
7 5958     5.847400e+02 2.857700e+02
10 5958     7.715300e+02 3.139800e+02
0 5959     5.984003e+01 7.884998e+01
2 5959     1.767000e+02 1.133100e+02
3 5959     8.133002e+01 -2.014900e+02
4 5959     -2.255000e+02 -4.597500e+02
5 5959     6.989301e+02 -5.787100e+02
6 5959     8.300171e-01 1.249100e+02
7 5959     -3.934998e+01 2.012000e+02
8 5959     1.781000e+02 4.710999e+01
9 5959     3.398999e+01 1.859300e+02
12 5959     2.210999e+01 1.786600e+02
0 5960     7.450000e+02 7.920999e+01
2 5960     6.736000e+02 1.305400e+02
3 5960     5.305900e+02 -1.770500e+02
7 5960     5.819301e+02 2.839600e+02
9 5960     4.349600e+02 2.149800e+02
10 5960     7.679900e+02 3.123300e+02
12 5960     6.851000e+02 2.902200e+02
0 5961     7.450000e+02 7.920999e+01
2 5961     6.736000e+02 1.305400e+02
3 5961     5.305900e+02 -1.770500e+02
7 5961     5.819301e+02 2.839600e+02
9 5961     4.349600e+02 2.149800e+02
10 5961     7.679900e+02 3.123300e+02
12 5961     6.851000e+02 2.902200e+02
0 5962     7.587600e+02 7.821002e+01
7 5962     5.955400e+02 2.855200e+02
10 5962     7.843800e+02 3.126100e+02
12 5962     7.013000e+02 2.938700e+02
0 5963     1.270000e+02 7.678998e+01
8 5963     2.367700e+02 5.563000e+01
0 5964     -5.358002e+01 7.621997e+01
6 5964     -1.501500e+02 7.546997e+01
8 5964     6.033002e+01 5.450012e+00
15 5964     -1.158500e+02 2.334400e+02
0 5965     4.340002e+01 7.587000e+01
5 5965     6.794000e+02 -5.831400e+02
6 5965     -1.782001e+01 1.153600e+02
7 5965     -5.573999e+01 1.954900e+02
15 5965     1.396997e+01 2.466900e+02
0 5966     8.178800e+02 7.595001e+01
2 5966     7.463800e+02 1.607200e+02
3 5966     5.984200e+02 -1.452700e+02
7 5966     6.513400e+02 2.944600e+02
12 5966     7.671801e+02 3.130700e+02
0 5967     -9.883002e+01 7.525000e+01
5 5967     4.684500e+02 -5.954900e+02
6 5967     -2.423000e+02 4.354999e+01
7 5967     -2.136200e+02 1.606200e+02
10 5967     -2.164100e+02 2.188100e+02
12 5967     -2.002400e+02 9.814001e+01
15 5967     -1.743900e+02 2.254300e+02
0 5968     6.236801e+02 7.576001e+01
2 5968     5.464301e+02 6.707001e+01
12 5968     5.461200e+02 2.405000e+02
15 5968     8.316600e+02 3.276600e+02
0 5969     7.848000e+02 7.463000e+01
7 5969     6.205601e+02 2.869800e+02
0 5970     3.833002e+01 7.420001e+01
6 5970     -2.331000e+01 1.120400e+02
10 5970     -5.688000e+01 2.313500e+02
12 5970     -3.000000e+00 1.664200e+02
15 5970     7.500000e+00 2.435000e+02
0 5971     7.611000e+02 7.354999e+01
3 5971     5.480400e+02 -1.737700e+02
7 5971     5.980601e+02 2.816900e+02
10 5971     7.869600e+02 3.078700e+02
12 5971     7.049800e+02 2.902600e+02
0 5972     7.611000e+02 7.354999e+01
3 5972     5.480400e+02 -1.737700e+02
7 5972     5.980601e+02 2.816900e+02
12 5972     7.049800e+02 2.902600e+02
0 5973     5.192200e+02 7.313000e+01
6 5973     3.335500e+02 1.838300e+02
10 5973     5.025400e+02 2.813800e+02
12 5973     4.231500e+02 1.946300e+02
0 5974     7.745000e+02 7.215002e+01
2 5974     7.048700e+02 1.371900e+02
7 5974     6.109100e+02 2.827000e+02
10 5974     8.029399e+02 3.072300e+02
0 5975     2.192600e+02 7.134998e+01
7 5975     1.178300e+02 2.180600e+02
15 5975     2.554700e+02 2.651100e+02
0 5976     -3.946900e+02 7.096002e+01
7 5976     -5.463600e+02 8.539001e+01
0 5977     -3.946900e+02 7.096002e+01
7 5977     -5.463600e+02 8.539001e+01
0 5978     8.464301e+02 7.088000e+01
2 5978     7.750200e+02 1.688100e+02
7 5978     6.786300e+02 2.948200e+02
9 5978     5.180900e+02 2.497500e+02
12 5978     7.998300e+02 3.178800e+02
0 5979     -2.494900e+02 7.047998e+01
7 5979     -3.939000e+02 1.096700e+02
13 5979     4.447998e+01 -2.084300e+02
15 5979     -3.692000e+02 1.974800e+02
0 5980     5.938101e+02 6.996997e+01
9 5980     3.034500e+02 1.373700e+02
15 5980     7.904200e+02 3.153600e+02
0 5981     7.015800e+02 7.010999e+01
2 5981     6.309800e+02 1.000700e+02
3 5981     4.920800e+02 -2.074400e+02
6 5981     5.580800e+02 2.530800e+02
9 5981     3.996600e+02 1.878400e+02
10 5981     7.165500e+02 2.971200e+02
0 5982     7.639000e+02 6.845001e+01
2 5982     6.959200e+02 1.299200e+02
3 5982     5.519399e+02 -1.766000e+02
9 5982     4.534500e+02 2.139400e+02
0 5983     7.680300e+02 6.845001e+01
2 5983     7.000800e+02 1.311200e+02
3 5983     5.557100e+02 -1.748800e+02
7 5983     6.054399e+02 2.780000e+02
9 5983     4.568700e+02 2.158000e+02
10 5983     7.959600e+02 3.023000e+02
12 5983     7.138600e+02 2.873700e+02
0 5984     8.129100e+02 6.765002e+01
2 5984     7.439700e+02 1.506300e+02
12 5984     7.633400e+02 3.031400e+02
0 5985     5.158199e+02 6.707001e+01
6 5985     3.306200e+02 1.753400e+02
7 5985     3.578900e+02 2.274300e+02
10 5985     4.988500e+02 2.740800e+02
12 5985     4.200900e+02 1.863100e+02
13 5985     7.262600e+02 -1.511500e+02
15 5985     6.815900e+02 2.996300e+02
0 5986     1.367500e+02 6.644000e+01
6 5986     9.304999e+01 1.355800e+02
15 5986     1.427100e+02 2.469000e+02
0 5987     5.127200e+02 6.608002e+01
7 5987     3.551700e+02 2.257800e+02
13 5987     7.234399e+02 -1.524500e+02
15 5987     6.773300e+02 2.979300e+02
0 5988     6.809800e+02 6.619000e+01
10 5988     6.930601e+02 2.906500e+02
12 5988     6.160400e+02 2.515200e+02
0 5989     -2.902300e+02 6.537000e+01
7 5989     -4.349900e+02 9.832001e+01
0 5990     6.865601e+02 6.539001e+01
2 5990     6.172600e+02 8.814001e+01
6 5990     5.424100e+02 2.424600e+02
7 5990     5.273800e+02 2.596800e+02
8 5990     5.663600e+02 4.059000e+01
9 5990     3.888800e+02 1.771500e+02
10 5990     6.993600e+02 2.898000e+02
12 5990     6.222600e+02 2.525600e+02
0 5991     -2.590200e+02 6.492999e+01
7 5991     -4.028500e+02 1.032500e+02
15 5991     -3.822000e+02 1.891600e+02
0 5992     -2.590200e+02 6.492999e+01
7 5992     -4.028500e+02 1.032500e+02
15 5992     -3.822000e+02 1.891600e+02
0 5993     8.734301e+02 6.431000e+01
2 5993     8.029700e+02 1.746900e+02
0 5994     7.060000e+02 6.345001e+01
2 5994     6.381700e+02 9.590002e+01
6 5994     5.657600e+02 2.478900e+02
7 5994     5.464500e+02 2.614100e+02
9 5994     4.063199e+02 1.843900e+02
10 5994     7.226100e+02 2.898800e+02
12 5994     6.451600e+02 2.577500e+02
0 5995     8.803199e+02 6.339001e+01
2 5995     8.086400e+02 1.767400e+02
0 5996     1.251200e+02 6.250000e+01
6 5996     8.185999e+01 1.279900e+02
10 5996     4.539001e+01 2.269200e+02
15 5996     1.265300e+02 2.394300e+02
0 5997     6.679100e+02 6.195001e+01
6 5997     5.208300e+02 2.310700e+02
0 5998     2.124301e+02 6.160999e+01
6 5998     1.676500e+02 1.500700e+02
7 5998     1.139100e+02 2.075900e+02
10 5998     1.466300e+02 2.344500e+02
12 5998     1.983000e+02 1.971900e+02
15 5998     2.469700e+02 2.502300e+02
0 5999     7.040300e+02 6.140997e+01
2 5999     6.369500e+02 9.334998e+01
3 5999     4.974301e+02 -2.141200e+02
6 5999     5.649301e+02 2.443800e+02
7 5999     5.447400e+02 2.592100e+02
8 5999     5.833300e+02 4.344000e+01
9 5999     4.055100e+02 1.817800e+02
12 5999     6.433000e+02 2.548200e+02
0 6000     8.588600e+02 6.085999e+01
2 6000     7.899600e+02 1.652200e+02
0 6001     -4.734600e+02 6.040997e+01
2 6001     -6.642900e+02 -2.408700e+02
13 6001     -1.562400e+02 -2.315700e+02
15 6001     -6.758000e+02 1.528500e+02
0 6002     1.022100e+02 5.903998e+01
2 6002     2.322400e+02 1.082400e+02
7 6002     7.500000e+00 1.893900e+02
10 6002     1.917999e+01 2.201200e+02
0 6003     6.798000e+02 5.829999e+01
3 6003     4.743800e+02 -2.296600e+02
7 6003     5.217200e+02 2.515000e+02
9 6003     3.849399e+02 1.680900e+02
10 6003     6.919399e+02 2.808800e+02
0 6004     5.319700e+02 5.813000e+01
6 6004     3.538500e+02 1.722000e+02
7 6004     3.756700e+02 2.219200e+02
13 6004     7.445900e+02 -1.568500e+02
15 6004     7.055000e+02 2.896000e+02
0 6005     5.476500e+02 5.741998e+01
7 6005     3.916000e+02 2.241500e+02
0 6006     7.834800e+02 5.683002e+01
7 6006     6.217300e+02 2.698600e+02
10 6006     8.148199e+02 2.905300e+02
0 6007     7.834800e+02 5.683002e+01
3 6007     5.739399e+02 -1.778200e+02
7 6007     6.217300e+02 2.698600e+02
9 6007     4.736400e+02 2.131700e+02
10 6007     8.148199e+02 2.905300e+02
12 6007     7.345900e+02 2.805900e+02
0 6008     6.984301e+02 5.669000e+01
6 6008     5.579000e+02 2.370400e+02
7 6008     5.398199e+02 2.535100e+02
10 6008     7.143500e+02 2.808900e+02
0 6009     6.984301e+02 5.669000e+01
7 6009     5.398199e+02 2.535100e+02
10 6009     7.143500e+02 2.808900e+02
0 6010     4.916600e+02 5.603003e+01
7 6010     3.352400e+02 2.116300e+02
10 6010     4.719100e+02 2.585400e+02
13 6010     7.022100e+02 -1.645400e+02
15 6010     6.494500e+02 2.806100e+02
0 6011     -1.508300e+02 5.582001e+01
7 6011     -2.657500e+02 1.303600e+02
0 6012     7.865800e+02 5.440997e+01
7 6012     6.250900e+02 2.682500e+02
10 6012     8.199500e+02 2.875500e+02
0 6013     6.668101e+02 5.383002e+01
2 6013     6.000699e+02 6.646997e+01
6 6013     5.222200e+02 2.219300e+02
7 6013     5.096000e+02 2.445300e+02
8 6013     5.514100e+02 2.335999e+01
9 6013     3.747500e+02 1.582000e+02
10 6013     6.767900e+02 2.742800e+02
0 6014     6.668101e+02 5.383002e+01
6 6014     5.222200e+02 2.219300e+02
8 6014     5.514100e+02 2.335999e+01
10 6014     6.767900e+02 2.742800e+02
0 6015     6.668101e+02 5.383002e+01
6 6015     5.222200e+02 2.219300e+02
7 6015     5.096000e+02 2.445300e+02
8 6015     5.514100e+02 2.335999e+01
9 6015     3.747500e+02 1.582000e+02
10 6015     6.767900e+02 2.742800e+02
13 6015     8.845699e+02 -1.414200e+02
0 6016     7.200900e+02 5.382001e+01
6 6016     5.860100e+02 2.429700e+02
8 6016     5.995000e+02 4.404001e+01
9 6016     4.210500e+02 1.829600e+02
12 6016     6.646500e+02 2.528500e+02
0 6017     8.021997e+01 5.176001e+01
12 6017     5.684003e+01 1.558600e+02
0 6018     6.854800e+02 5.189001e+01
6 6018     5.446400e+02 2.273600e+02
8 6018     5.686400e+02 2.889001e+01
9 6018     3.913199e+02 1.655200e+02
12 6018     6.242200e+02 2.371500e+02
0 6019     7.014301e+02 5.146997e+01
2 6019     6.371899e+02 8.201001e+01
3 6019     4.982600e+02 -2.246800e+02
6 6019     5.636801e+02 2.329500e+02
7 6019     5.436500e+02 2.490700e+02
8 6019     5.825800e+02 3.447000e+01
9 6019     4.053600e+02 1.725800e+02
10 6019     7.181899e+02 2.750500e+02
12 6019     6.426200e+02 2.427400e+02
0 6020     7.014301e+02 5.146997e+01
12 6020     6.426200e+02 2.427400e+02
0 6021     7.014301e+02 5.146997e+01
2 6021     6.371899e+02 8.201001e+01
3 6021     4.982600e+02 -2.246800e+02
6 6021     5.636801e+02 2.329500e+02
7 6021     5.436500e+02 2.490700e+02
9 6021     4.053600e+02 1.725800e+02
10 6021     7.181899e+02 2.750500e+02
0 6022     -2.480700e+02 5.071997e+01
6 6022     -5.473400e+02 -9.357001e+01
0 6023     7.934900e+02 4.951001e+01
3 6023     5.862800e+02 -1.795300e+02
7 6023     6.328700e+02 2.645100e+02
0 6024     7.125699e+02 4.903998e+01
2 6024     6.490800e+02 8.415997e+01
3 6024     5.092400e+02 -2.220800e+02
0 6025     8.064500e+02 4.915997e+01
3 6025     5.974700e+02 -1.738900e+02
0 6026     8.064500e+02 4.915997e+01
3 6026     5.974700e+02 -1.738900e+02
0 6027     7.989900e+02 4.844000e+01
7 6027     6.373101e+02 2.649700e+02
9 6027     4.879600e+02 2.136200e+02
12 6027     7.548199e+02 2.781500e+02
0 6028     7.267000e+02 4.656000e+01
2 6028     6.647700e+02 8.954999e+01
7 6028     5.687300e+02 2.492200e+02
9 6028     4.285000e+02 1.799100e+02
10 6028     7.481899e+02 2.724100e+02
12 6028     6.726500e+02 2.473700e+02
0 6029     8.043000e+02 4.441998e+01
7 6029     6.429100e+02 2.619500e+02
0 6030     7.098700e+02 4.326001e+01
2 6030     6.432700e+02 7.597998e+01
8 6030     5.889399e+02 2.945001e+01
10 6030     7.291801e+02 2.666000e+02
12 6030     6.525601e+02 2.354900e+02
0 6031     7.098700e+02 4.326001e+01
6 6031     5.752600e+02 2.265600e+02
7 6031     5.528700e+02 2.428200e+02
8 6031     5.916100e+02 2.979001e+01
10 6031     7.291801e+02 2.666000e+02
0 6032     6.808199e+02 4.284003e+01
2 6032     6.177300e+02 6.228003e+01
6 6032     5.422900e+02 2.151800e+02
10 6032     6.950400e+02 2.629300e+02
12 6032     6.218900e+02 2.250400e+02
0 6033     6.808199e+02 4.284003e+01
2 6033     6.177300e+02 6.228003e+01
3 6033     4.811600e+02 -2.438700e+02
6 6033     5.422900e+02 2.151800e+02
7 6033     5.248600e+02 2.367600e+02
8 6033     5.667800e+02 1.941000e+01
9 6033     3.903000e+02 1.558600e+02
10 6033     6.950400e+02 2.629300e+02
12 6033     6.218900e+02 2.250400e+02
0 6034     7.275200e+02 4.215997e+01
2 6034     6.671700e+02 8.623999e+01
9 6034     4.299500e+02 1.768600e+02
0 6035     -6.478003e+01 4.150000e+01
3 6035     -5.456000e+01 -2.933600e+02
4 6035     -2.382600e+02 -3.583900e+02
6 6035     -1.499000e+02 3.194000e+01
7 6035     -1.640800e+02 1.391900e+02
8 6035     5.966998e+01 -2.576999e+01
9 6035     -8.329999e+01 1.029200e+02
10 6035     -1.732200e+02 1.829400e+02
12 6035     -1.270500e+02 8.853998e+01
15 6035     -1.264800e+02 1.845100e+02
0 6036     6.253003e+01 4.162000e+01
2 6036     1.991300e+02 8.290002e+01
6 6036     2.221997e+01 8.628998e+01
12 6036     3.989001e+01 1.397100e+02
15 6036     4.417999e+01 2.027600e+02
0 6037     7.303600e+02 4.154999e+01
7 6037     5.728900e+02 2.453600e+02
9 6037     4.327200e+02 1.772600e+02
10 6037     7.531100e+02 2.667700e+02
12 6037     6.783000e+02 2.434600e+02
0 6038     7.303600e+02 4.154999e+01
3 6038     5.294800e+02 -2.186300e+02
7 6038     5.728900e+02 2.453600e+02
9 6038     4.327200e+02 1.772600e+02
10 6038     7.531100e+02 2.667700e+02
12 6038     6.783000e+02 2.434600e+02
0 6039     8.040200e+02 4.166998e+01
7 6039     6.430000e+02 2.593400e+02
0 6040     5.208400e+02 4.053998e+01
10 6040     5.071801e+02 2.440800e+02
13 6040     7.345100e+02 -1.743500e+02
15 6040     6.919500e+02 2.636400e+02
0 6041     -4.791500e+02 3.996997e+01
7 6041     -6.288600e+02 3.988000e+01
15 6041     -6.812500e+02 1.242700e+02
0 6042     -4.791500e+02 3.996997e+01
7 6042     -6.288600e+02 3.988000e+01
13 6042     -1.568700e+02 -2.493100e+02
15 6042     -6.812500e+02 1.242700e+02
0 6043     8.447998e+01 4.016998e+01
7 6043     -6.289978e+00 1.680000e+02
10 6043     1.699829e-01 1.964500e+02
15 6043     7.397998e+01 2.036800e+02
0 6044     8.447998e+01 4.016998e+01
2 6044     2.234399e+02 8.764001e+01
6 6044     4.770001e+01 9.213000e+01
7 6044     -6.289978e+00 1.680000e+02
10 6044     1.699829e-01 1.964500e+02
15 6044     7.397998e+01 2.036800e+02
0 6045     5.019800e+02 4.015002e+01
7 6045     3.478101e+02 1.982400e+02
10 6045     4.854000e+02 2.414100e+02
13 6045     7.145300e+02 -1.775300e+02
15 6045     6.658400e+02 2.600300e+02
0 6046     7.121000e+02 4.012000e+01
2 6046     6.513800e+02 7.613000e+01
